form,root,to_derive,to_translate,word,context,lgg,trs_direct,trs_context,trs_dbl_trans,to_check,word_type,end_class
v,create,yes,yes,created,website is created with you,sq,krijuar,website është krijuar me ju,created,,attr,starter
v,create,yes,yes,creates,he creates his website,sq,krijon,ai krijon faqen e tij,creates,,attr,starter
v,create,yes,yes,creating,creating your website is good,sq,duke krijuar,duke krijuar faqen tuaj te internetit është e mirë,creating,,attr,starter
n,create,yes,yes,creation,creation of a website is free,sq,krijim,Krijimi i një faqe interneti është e lirë,create,XXX,attr,starter
n,create,yes,yes,creator,creator of the website has not finished yet,sq,krijues,krijuesi i internetit nuk ka përfunduar ende,creator,,attr,starter
n,create,yes,yes,creators,creator of the website have not finished yet,sq,krijuesit,krijuesi i internetit nuk e kanë përfunduar ende,makers,XXX,attr,starter
v,default,yes,yes,default,how to default a website,sq,parazgjedhur,se si të parazgjedhur një faqe interneti,default,,attr,other
n,default,yes,yes,default,this website is a default,sq,parazgjedhur,Kjo faqe e internetit është një default,default,XXX,attr,other
v,default,yes,yes,defaulted,website is defaulted to this page,sq,defaulted,website është defaulted në këtë faqe,defaulted,,attr,other
n,default,yes,yes,defaults,these websites are defaults,sq,defaults,Këto faqet e internetit janë të defaults,defaults,,attr,other
v,delete,yes,yes,delete,delete your website,sq,fshij,fshini faqen tuaj te internetit,rub,XXX,attr,expired
v,delete,yes,yes,deleted,website is deleted,sq,Deleted,website është fshirë,deleted,XXX,attr,expired
v,delete,yes,yes,deletes,it deletes your page,sq,fshin,ajo fshin faqen tuaj,wipes,,attr,expired
v,delete,yes,yes,deleting,deleting your website,sq,fshirjes,fshirjes faqen tuaj te internetit,deleting,,attr,expired
v,develop,yes,yes,develop,owners develop website,sq,zhvilloj,Pronarët e zhvilluar faqen,develop,XXX,attr,other
v,develop,yes,yes,developed,website is developed,sq,zhvilluar,website është zhvilluar,developed,,attr,other
n,develop,yes,yes,developer,developer is programming,sq,zhvillues,zhvilluesi është programimi,developer,,attr,other
n,develop,yes,yes,developers,developers are programming websites,sq,zhvilluesit,zhvilluesit janë faqet e internetit të programimit,developers,,attr,other
v,develop,yes,yes,developing,website is developing the website,sq,zhvillim,Faqja e internetit është duke u zhvilluar në faqen e internetit,development,XXX,attr,other
n,develop,yes,yes,developing,developing your website is good,sq,zhvillim,zhvillimin e faqen tuaj te internetit është e mirë,development,,attr,other
n,develop,yes,yes,development,page under development,sq,zhvillim,faqe në zhvillim,development,,attr,other
n,develop,yes,yes,developments,developments are ongoing,sq,zhvillimet,zhvillime janë në vazhdim e sipër,developments,XXX,attr,other
v,develop,yes,yes,develops,owner develops website,sq,zhvillon,Pronari zhvillon faqen,develops,,attr,other
v,display,yes,yes,display,display your new website,sq,ekran,të shfaqin faqen tuaj të re,display,XXX,attr,other
v,display,yes,yes,displayed,this page is displayed automatically,sq,shfaqet,Kjo faqe shfaqet automatikisht,displayed,,attr,other
v,display,yes,yes,displaying,this page is displaying a new website,sq,shfaqur,Kjo faqe është shfaqur një website të ri,display,,attr,other
v,display,yes,yes,displays,this page displays a new website,sq,shfaq,Kjo faqe tregon një website të ri,display,XXX,attr,other
n,display,yes,yes,displays,this page displays a new website,sq,shfaq,Kjo faqe tregon një website të ri,display,XXX,attr,other
n,domain,yes,yes,domain,this internet domain is great,sq,fushë,Ky domain internet është e madhe,field,XXX,core,other
n,domain,yes,yes,domains,these internet domains are great,sq,domains,këto fusha e internetit janë të mëdha,domains,XXX,core,other
v,establish,yes,yes,establish,establish your website,sq,vendos,të krijuar faqen tuaj te internetit,place,XXX,attr,other
v,establish,yes,yes,established,website is established by us,sq,i themeluar,website është krijuar nga ne,established,XXX,attr,other
v,establish,yes,yes,establishes,it establishes websites,sq,Krijon,ajo krijon faqet e internetit,Creates,XXX,attr,other
v,establish,yes,yes,establishing,establishing your website,sq,vendosjen,krijimin e faqen tuaj te internetit,placement,XXX,attr,other
n,establish,yes,yes,establishment,website establishment for free,sq,vendosje,Krijimi website falas,placement,XXX,attr,other
n,expire,yes,yes,expiration,expiration is reached,sq,mbarim,skadimit është arritur,end,XXX,attr,expired
v,expire,yes,yes,expire,websites expire soon,sq,vdes,faqet e internetit të përfundojë së shpejti,die,XXX,attr,expired
v,expire,yes,yes,expired,websites is expired,sq,i skaduar,faqet e internetit është e skaduar,expired,XXX,attr,expired
v,expire,yes,yes,expires,website expires soon,sq,skadon,website skadon së shpejti,expires,,attr,expired
v,expire,yes,yes,expiring,website is expiring soon,sq,mbaron,website është mbaron shpejt,finish,,attr,expired
r,first,yes,yes,first,this is your first article,sq,i parë,Ky është artikulli juaj e parë,first,XXX,attr,starter
v,generate,yes,yes,generate,algorithms generate automatically,sq,gjenerojë,algoritme të gjenerojë automatikisht,generate,,attr,other
v,generate,yes,yes,generated,page is generated automatically,sq,gjeneruara,faqe është gjeneruar automatikisht,generated,XXX,attr,other
v,generate,yes,yes,generates,algorithm generates automatically,sq,gjeneron,algorithm gjeneron automatikisht,generates,,attr,other
v,generate,yes,yes,generating,algorithm is generating automatically,sq,gjenerimin,algorithm është gjeneruar automatikisht,generation,XXX,attr,other
n,generate,yes,yes,generation,page generation is automatic,sq,brez,faqe brez është automatike,generation,,attr,other
n,generate,yes,yes,generations,page generations are free,sq,brezat,faqe brezat janë të lirë,generations,,attr,other
n,generate,yes,yes,generator,a page generator is provided,sq,gjenerator,një gjenerator faqe është dhënë,generator,,attr,other
n,generate,yes,yes,generators,page generators are available,sq,gjeneratorë,Faqe gjeneratorë janë në dispozicion,generators,,attr,other
v,link,yes,yes,link,link your domain to a website,sq,lidhje,lidhin domain tuaj në një faqe interneti,link,XXX,attr,other
n,link,yes,yes,linkage,linkage of websites and domain,sq,lidhje,lidhja e faqet e internetit dhe domain,link,XXX,attr,other
v,link,yes,yes,linked,domain is linked to a website,sq,i lidhur,domain është i lidhur me një faqe interneti,connected,,attr,other
v,link,yes,yes,linking,linking your domain to a website,sq,lidh,lidh domain tuaj në një faqe interneti,link,,attr,other
v,link,yes,yes,links,it links a website to a domain,sq,lidhje,ajo lidh një faqe interneti për një domain,link,XXX,attr,other
v,maintain,yes,yes,maintain,maintain your website,sq,mbaj,të ruajtur faqen tuaj te internetit,bear,XXX,attr,construction
v,maintain,yes,yes,maintained,website is maintained,sq,ruajtur,website mirëmbahet,saved,XXX,attr,construction
n,maintain,yes,yes,maintainer,the maintainer is busy,sq,mirëmbajtësi,mirëmbajtësi është zënë,maintainer,,attr,construction
n,maintain,yes,yes,maintainers,the maintainers are busy,sq,mirëmbajtësve,të mirëmbajtësve janë të zënë,maintainers,,attr,construction
v,maintain,yes,yes,maintaining,the owner is maintaining this website,sq,ruajtjen,pronari është duke mbajtur këtë faqe interneti,conservation,XXX,attr,construction
n,maintain,yes,yes,maintenance,website is under maintenance,sq,mirëmbajtje,website është nën mirëmbajtje,maintenance,,attr,construction
n,maintain,yes,yes,maintenances,maintenances are done,sq,mirëmbajtjet,mirëmbajtjet janë bërë,maintenance,,attr,construction
v,open,yes,yes,opened,domain is opened by you,sq,hapur,domain është e hapur nga ju,open,,attr,other
v,open,yes,yes,opening,website is opening soon,sq,hapje,website është hapja së shpejti,opening,XXX,attr,other
v,own,yes,yes,own,they own this website,sq,vet,ata vetë këtë faqe interneti,own,,attr,reserved
v,own,yes,yes,owned,this website is owned by you,sq,pronësi,Kjo faqe e internetit është në pronësi nga ju,property,,attr,reserved
n,own,yes,yes,owner,the owner of this domain,sq,pronar,pronari i kësaj domain,owner,,attr,reserved
n,own,yes,yes,owners,the owners of this domain,sq,pronarët,pronarët e këtë fushë,owners,,attr,reserved
n,own,yes,yes,ownership,ownership of a website,sq,pronë,pronësinë e një faqe interneti,property,,attr,reserved
n,own,yes,yes,ownerships,ownerships of a website,sq,pronësisë,pronësisë të një faqe interneti,ownership,,attr,reserved
v,own,yes,yes,owning,owning a website,sq,mbajnë,owning një faqe interneti,keep,XXX,attr,reserved
v,own,yes,yes,owns,the man owns this website,sq,zotëron,njeriu zotëron këtë faqe interneti,owns,,attr,reserved
v,page,yes,yes,page,this is a new website page,sq,faqe,Kjo është një faqe e re e internetit,page,,core,other
v,page,yes,yes,paged,this website is not paged yet,sq,Faqosur,Kjo faqe e internetit nuk është faqosur ende,paged,XXX,core,other
v,page,yes,yes,pages,add your pages to this website,sq,Faqet,shtoni faqet tuaja në këtë faqe interneti,Related,XXX,core,other
v,park,yes,yes,park,to park a domain,sq,park,të parkut një domain,park,,attr,other
v,park,yes,yes,parked,domain is parked,sq,parkuar,domeni është parkuar,park,,attr,other
v,park,yes,yes,parking,this website is a parking page,sq,parkim,Kjo faqe e internetit është një faqe në parking,parking,XXX,attr,other
v,post,yes,yes,post,post your first article,sq,post,krijoni artikullin tuaj të parë,post,XXX,core,other
n,post,yes,yes,post,this is a first post on this page,sq,post,Kjo është një post i parë në këtë faqe,post,,core,other
v,post,yes,yes,posted,this page is posted automatically,sq,postuar,Kjo faqe është postuar automatikisht,posted,,core,other
v,post,yes,yes,posting,posting on this page is nice,sq,postimi,postuar në këtë faqe është e bukur,posting,XXX,core,other
v,post,yes,yes,posts,it posts a new article,sq,Mesazhe,ajo poston një artikull të ri,posts,XXX,core,other
n,post,yes,yes,posts,start writing your posts,sq,Mesazhe,filloni të shkruani postimet tuaja,posts,XXX,core,other
v,propagate,yes,yes,propagate,propagate your website,sq,shumoj,përhapur faqen tuaj te internetit,propagate,XXX,attr,other
v,propagate,yes,yes,propagated,domain is propagated,sq,futem,domeni i perhapur,get in,XXX,attr,other
v,propagate,yes,yes,propagates,it propagates your website,sq,propagandon,ajo propagandon faqen tuaj te internetit,propagates,,attr,other
v,propagate,yes,yes,propagating,propagating your website,sq,shumim,propaganduar faqen tuaj te internetit,propagation,XXX,attr,other
n,propagate,yes,yes,propagation,website and domain propagation,sq,shumim,website dhe domain shumimin,propagation,,attr,other
v,purchase,yes,yes,purchase,purchase this domain,sq,blerje,blerë këtë domain,purchase,XXX,attr,sale
n,purchase,yes,yes,purchase,the owners purchase websites,sq,blerje,pronarët blerë faqet e internetit,purchase,XXX,attr,sale
v,purchase,yes,yes,purchased,domain is purchased by you,sq,blerë,domain është blerë nga ju,buy,,attr,sale
n,purchase,yes,yes,purchaser,the purchaser of website is happy,sq,blerës,blerësi i internetit është i lumtur,shopper,,attr,sale
n,purchase,yes,yes,purchasers,the purchasers of website are happy,sq,blerësve,blerësit e internetit janë të lumtur,buyers,XXX,attr,sale
v,purchase,yes,yes,purchases,owner purchases websites,sq,blerjet,Blerjet pronar faqet e internetit,purchases,XXX,attr,sale
n,purchase,yes,yes,purchases,the owner purchases websites,sq,blerjet,faqet e internetit të blerjet pronari,purchases,,attr,sale
v,purchase,yes,yes,purchasing,purchasing a website is good,sq,blerje,blerjen e një faqe interneti është e mirë,purchase,,attr,sale
v,register,yes,yes,register,register your domain here,sq,regjistrohem,regjistroheni domain tuaj këtu,register,XXX,attr,reserved
n,register,yes,yes,register,website register is available,sq,regjistrohem,Regjistri website është në dispozicion,register,XXX,attr,reserved
v,register,yes,yes,registered,domain is registered here,sq,i regjistruar,domain është regjistruar këtu,registered,XXX,attr,reserved
v,register,yes,yes,registering,it is registering at your company,sq,regjistrimin,ajo është e regjistruar në kompaninë tuaj,registration,XXX,attr,reserved
v,register,yes,yes,registers,website registers at your company,sq,regjistron,Regjistrat e internetit në kompaninë tuaj,records,XXX,attr,reserved
n,register,yes,yes,registration,domain registration is cheap,sq,regjistrim,regjistrimin e domain është i lirë,registration,,attr,reserved
n,register,yes,yes,registrations,domain registrations are cheap,sq,regjistrimet,domain regjistrime janë të lirë,recordings,XXX,attr,reserved
n,register,yes,yes,registries,website registries are available,sq,regjistrat,Regjistrat e internetit janë në dispozicion,records,XXX,attr,reserved
n,register,yes,yes,registry,website registry is available,sq,regjistrimi,regjistrit website është në dispozicion,recording,XXX,attr,reserved
n,reserve,yes,yes,reservation,the reservation of a domain is cheap,sq,rezervë,rezervimi i një domain është i lirë,reserve,XXX,attr,reserved
v,reserve,yes,yes,reserve,reserve your domain,sq,rezervë,rezervoj domain tuaj,reserve,XXX,attr,reserved
v,reserve,yes,yes,reserved,domain is reserved,sq,rezervuar,domeni i rezervuar,reservoir,,attr,reserved
v,reserve,yes,yes,reserves,he reserves a domain,sq,rezervat,ai rezervon një domain,stocks,XXX,attr,reserved
v,reserve,yes,yes,reserving,reserving a domain,sq,rezervuar,rezervuar një domen,reservoir,,attr,reserved
n,sale,yes,yes,sale,websites are for sale,sq,shitje,faqet e internetit janë në shitje,sale,,attr,sale
n,sale,yes,yes,sales,websites are for sales,sq,shitjet,faqet e internetit janë për shitje,sales,XXX,attr,sale
v,site,yes,yes,site,your new internet site is ready,sq,faqe,faqja e juaj të re internet është gati,page,XXX,core,other
v,site,yes,yes,sites,your new internet sites are ready,sq,faqet,faqet tuaja të reja të internetit janë të gatshme,sites,,core,other
v,suspend,yes,yes,suspend,we suspend your website,sq,pezulloj,Ne pezullojë faqen tuaj te internetit,suspend,,attr,blocked
v,suspend,yes,yes,suspended,website is suspended,sq,pezulluar,website është pezulluar,suspended,,attr,blocked
v,suspend,yes,yes,suspending,suspending of website is definitive,sq,pezullimin,pezullimin e internetit është definitive,suspension,,attr,blocked
v,suspend,yes,yes,suspends,he suspends his website,sq,pezullon,ai pezullon faqen e tij,suspends,,attr,blocked
n,suspend,yes,yes,suspension,website suspension is possible,sq,pezullim,pezullimi website është e mundur,suspension,,attr,blocked
